,season,Var.4,Visitor/Neutral,PTS,Home/Neutral,PTS.1,playoffs
51516,2010,Box Score,Portland Trail Blazers,92,Oklahoma City Thunder,87,0
51517,2010,Box Score,Denver Nuggets,97,Orlando Magic,103,0
51518,2010,Box Score,Toronto Raptors,103,Charlotte Bobcats,101,0
51519,2010,Box Score,Denver Nuggets,93,Dallas Mavericks,109,0
51520,2010,Box Score,San Antonio Spurs,84,New Jersey Nets,90,0
51521,2010,Box Score,Los Angeles Lakers,100,New Orleans Hornets,108,0
51522,2010,Box Score,New York Knicks,98,Utah Jazz,103,0
51523,2010,Box Score,Phoenix Suns,111,Chicago Bulls,105,0
51524,2010,Box Score,Washington Wizards,94,Houston Rockets,98,0
51525,2010,Box Score,Sacramento Kings,95,Indiana Pacers,102,0
51526,2010,Box Score,Los Angeles Clippers,89,Milwaukee Bucks,107,0
51527,2010,Box Score,Oklahoma City Thunder,111,Philadelphia 76ers,93,0
51528,2010,Box Score,Los Angeles Lakers,92,Atlanta Hawks,109,0
51529,2010,Box Score,Oklahoma City Thunder,109,Boston Celtics,104,0
51530,2010,Box Score,Philadelphia 76ers,84,Charlotte Bobcats,103,0
51531,2010,Box Score,Milwaukee Bucks,98,Cleveland Cavaliers,101,0
51532,2010,Box Score,Miami Heat,98,Detroit Pistons,81,0
51533,2010,Box Score,Dallas Mavericks,106,Memphis Grizzlies,102,0
51534,2010,Box Score,Sacramento Kings,99,Minnesota Timberwolves,108,0
51535,2010,Box Score,Phoenix Suns,116,New Jersey Nets,105,0
51536,2010,Box Score,Washington Wizards,96,New Orleans Hornets,91,0
51537,2010,Box Score,New York Knicks,90,Portland Trail Blazers,118,0
51538,2010,Box Score,Houston Rockets,102,San Antonio Spurs,119,0
51539,2010,Box Score,Los Angeles Clippers,92,Toronto Raptors,114,0
51540,2010,Box Score,Golden State Warriors,104,Utah Jazz,128,0
51541,2010,Box Score,Orlando Magic,97,Dallas Mavericks,82,0
51542,2010,Box Score,Portland Trail Blazers,92,Denver Nuggets,109,0
51543,2010,Box Score,Houston Rockets,119,Boston Celtics,114,0
51544,2010,Box Score,Milwaukee Bucks,86,Charlotte Bobcats,87,0
51545,2010,Box Score,Atlanta Hawks,88,Cleveland Cavaliers,93,0
51546,2010,Box Score,Phoenix Suns,109,Detroit Pistons,94,0
51547,2010,Box Score,New York Knicks,117,Golden State Warriors,128,0
51548,2010,Box Score,Miami Heat,105,Indiana Pacers,96,0
51549,2010,Box Score,Utah Jazz,92,Los Angeles Lakers,106,0
51550,2010,Box Score,New Orleans Hornets,96,Memphis Grizzlies,107,0
51551,2010,Box Score,Orlando Magic,100,San Antonio Spurs,112,0
51552,2010,Box Score,Chicago Bulls,95,Washington Wizards,87,0
51553,2010,Box Score,Detroit Pistons,85,Atlanta Hawks,91,0
51554,2010,Box Score,Charlotte Bobcats,88,Chicago Bulls,96,0
51555,2010,Box Score,Oklahoma City Thunder,121,Dallas Mavericks,116,0
51556,2010,Box Score,Los Angeles Clippers,90,Denver Nuggets,98,0
51557,2010,Box Score,Phoenix Suns,98,Milwaukee Bucks,107,0
51558,2010,Box Score,Miami Heat,97,Minnesota Timberwolves,84,0
51559,2010,Box Score,New Orleans Hornets,87,New Jersey Nets,115,0
51560,2010,Box Score,Toronto Raptors,128,Philadelphia 76ers,123,0
51561,2010,Box Score,Portland Trail Blazers,98,Sacramento Kings,87,0
51562,2010,Box Score,Cleveland Cavaliers,113,Boston Celtics,117,0
51563,2010,Box Score,Houston Rockets,102,Indiana Pacers,133,0
51564,2010,Box Score,New York Knicks,113,Los Angeles Clippers,107,0
51565,2010,Box Score,San Antonio Spurs,100,Los Angeles Lakers,81,0
51566,2010,Box Score,Minnesota Timberwolves,108,Oklahoma City Thunder,116,0
51567,2010,Box Score,Memphis Grizzlies,92,Orlando Magic,107,0
51568,2010,Box Score,Golden State Warriors,113,Toronto Raptors,112,0
51569,2010,Box Score,New Jersey Nets,99,Washington Wizards,109,0
51570,2010,Box Score,Atlanta Hawks,100,Charlotte Bobcats,109,0
51571,2010,Box Score,Milwaukee Bucks,79,Chicago Bulls,74,0
51572,2010,Box Score,Toronto Raptors,101,Cleveland Cavaliers,113,0
51573,2010,Box Score,Houston Rockets,113,Memphis Grizzlies,103,0
51574,2010,Box Score,Boston Celtics,101,New York Knicks,104,0
51575,2010,Box Score,Detroit Pistons,124,Philadelphia 76ers,103,0
51576,2010,Box Score,San Antonio Spurs,95,Sacramento Kings,86,0
51577,2010,Box Score,Oklahoma City Thunder,139,Utah Jazz,140,0
51578,2010,Box Score,Golden State Warriors,94,Washington Wizards,112,0
51579,2010,Box Score,Memphis Grizzlies,84,Dallas Mavericks,110,0
51580,2010,Box Score,Atlanta Hawks,88,Detroit Pistons,90,0
51581,2010,Box Score,Utah Jazz,96,Houston Rockets,113,0
51582,2010,Box Score,New York Knicks,105,Indiana Pacers,113,0
51583,2010,Box Score,Portland Trail Blazers,93,Los Angeles Clippers,85,0
51584,2010,Box Score,Philadelphia 76ers,95,Miami Heat,99,0
51585,2010,Box Score,New Jersey Nets,89,Milwaukee Bucks,108,0
51586,2010,Box Score,Golden State Warriors,116,Minnesota Timberwolves,107,0
51587,2010,Box Score,Charlotte Bobcats,104,New Orleans Hornets,103,0
51588,2010,Box Score,Denver Nuggets,98,Oklahoma City Thunder,94,0
51589,2010,Box Score,Washington Wizards,94,Orlando Magic,121,0
51590,2010,Box Score,San Antonio Spurs,101,Phoenix Suns,112,0
51591,2010,Box Score,Boston Celtics,115,Toronto Raptors,104,0
51592,2010,Box Score,Cleveland Cavaliers,108,Chicago Bulls,109,0
51593,2010,Box Score,Los Angeles Lakers,96,Denver Nuggets,98,0
51594,2010,Box Score,Los Angeles Clippers,94,Sacramento Kings,116,0
51595,2010,Box Score,Toronto Raptors,101,Atlanta Hawks,107,0
51596,2010,Box Score,Washington Wizards,106,Boston Celtics,96,0
51597,2010,Box Score,Indiana Pacers,116,Cleveland Cavaliers,113,0
51598,2010,Box Score,Charlotte Bobcats,90,Houston Rockets,97,0
51599,2010,Box Score,Detroit Pistons,106,Miami Heat,99,0
51600,2010,Box Score,Los Angeles Lakers,97,Minnesota Timberwolves,88,0
51601,2010,Box Score,Chicago Bulls,116,New Jersey Nets,127,0
51602,2010,Box Score,Utah Jazz,114,New Orleans Hornets,103,0
51603,2010,Box Score,Phoenix Suns,91,Oklahoma City Thunder,96,0
51604,2010,Box Score,New York Knicks,103,Orlando Magic,118,0
51605,2010,Box Score,Milwaukee Bucks,95,Philadelphia 76ers,90,0
51606,2010,Box Score,Dallas Mavericks,83,Portland Trail Blazers,77,0
51607,2010,Box Score,Memphis Grizzlies,107,San Antonio Spurs,99,0
51608,2010,Box Score,Detroit Pistons,95,Charlotte Bobcats,99,0
51609,2010,Box Score,San Antonio Spurs,104,Denver Nuggets,85,0
51610,2010,Box Score,New Jersey Nets,102,Indiana Pacers,115,0
51611,2010,Box Score,Golden State Warriors,104,Los Angeles Clippers,107,0
51612,2010,Box Score,Philadelphia 76ers,120,Memphis Grizzlies,101,0
51613,2010,Box Score,Boston Celtics,105,Milwaukee Bucks,90,0
51614,2010,Box Score,Dallas Mavericks,126,Sacramento Kings,108,0
51615,2010,Box Score,Atlanta Hawks,105,Washington Wizards,95,0
51616,2010,Box Score,Orlando Magic,98,Cleveland Cavaliers,92,0
51617,2010,Box Score,Oklahoma City Thunder,117,Golden State Warriors,120,0
51618,2010,Box Score,Portland Trail Blazers,91,Los Angeles Lakers,88,0
51619,2010,Box Score,Minnesota Timberwolves,86,New Orleans Hornets,114,0
51620,2010,Box Score,Miami Heat,111,New York Knicks,98,0
51621,2010,Box Score,Houston Rockets,106,Phoenix Suns,116,0
51622,2010,Box Score,Chicago Bulls,104,Toronto Raptors,88,0
51623,2010,Box Score,Memphis Grizzlies,101,Denver Nuggets,123,0
51624,2010,Box Score,Toronto Raptors,111,Detroit Pistons,97,0
51625,2010,Box Score,Orlando Magic,118,Indiana Pacers,98,0
51626,2010,Box Score,Dallas Mavericks,117,Los Angeles Clippers,94,0
51627,2010,Box Score,Atlanta Hawks,104,Milwaukee Bucks,96,0
51628,2010,Box Score,Charlotte Bobcats,105,New Jersey Nets,95,0
51629,2010,Box Score,Washington Wizards,103,New York Knicks,114,0
51630,2010,Box Score,Miami Heat,107,Philadelphia 76ers,105,0
51631,2010,Box Score,Oklahoma City Thunder,95,Portland Trail Blazers,103,0
51632,2010,Box Score,Houston Rockets,117,Sacramento Kings,107,0
51633,2010,Box Score,Minnesota Timberwolves,111,San Antonio Spurs,133,0
51634,2010,Box Score,Boston Celtics,93,Chicago Bulls,101,0
51635,2010,Box Score,Utah Jazz,103,Golden State Warriors,94,0
51636,2010,Box Score,Sacramento Kings,100,Los Angeles Lakers,106,0
51637,2010,Box Score,Denver Nuggets,101,Phoenix Suns,123,0
51638,2010,Box Score,Cleveland Cavaliers,83,Atlanta Hawks,99,0
51639,2010,Box Score,Milwaukee Bucks,106,Boston Celtics,95,0
51640,2010,Box Score,Chicago Bulls,98,Charlotte Bobcats,89,0
51641,2010,Box Score,San Antonio Spurs,89,Dallas Mavericks,96,0
51642,2010,Box Score,New Orleans Hornets,123,Houston Rockets,115,0
51643,2010,Box Score,Los Angeles Lakers,91,Los Angeles Clippers,107,0
51644,2010,Box Score,New Jersey Nets,86,Miami Heat,94,0
51645,2010,Box Score,Detroit Pistons,103,Minnesota Timberwolves,98,0
51646,2010,Box Score,Memphis Grizzlies,105,Oklahoma City Thunder,114,0
51647,2010,Box Score,Philadelphia 76ers,111,Orlando Magic,125,0
51648,2010,Box Score,Golden State Warriors,122,Portland Trail Blazers,116,0
51649,2010,Box Score,New York Knicks,113,Toronto Raptors,131,0
51650,2010,Box Score,Phoenix Suns,100,Utah Jazz,86,0
51651,2010,Box Score,Indiana Pacers,97,Washington Wizards,98,0
51652,2010,Box Score,Milwaukee Bucks,92,Atlanta Hawks,102,1
51653,2010,Box Score,Miami Heat,76,Boston Celtics,85,1
51654,2010,Box Score,Chicago Bulls,83,Cleveland Cavaliers,96,1
51655,2010,Box Score,Utah Jazz,113,Denver Nuggets,126,1
51656,2010,Box Score,San Antonio Spurs,94,Dallas Mavericks,100,1
51657,2010,Box Score,Oklahoma City Thunder,79,Los Angeles Lakers,87,1
51658,2010,Box Score,Charlotte Bobcats,89,Orlando Magic,98,1
51659,2010,Box Score,Portland Trail Blazers,105,Phoenix Suns,100,1
51660,2010,Box Score,Chicago Bulls,102,Cleveland Cavaliers,112,1
51661,2010,Box Score,Utah Jazz,114,Denver Nuggets,111,1
51662,2010,Box Score,Milwaukee Bucks,86,Atlanta Hawks,96,1
51663,2010,Box Score,Miami Heat,77,Boston Celtics,106,1
51664,2010,Box Score,Oklahoma City Thunder,92,Los Angeles Lakers,95,1
51665,2010,Box Score,Portland Trail Blazers,90,Phoenix Suns,119,1
51666,2010,Box Score,San Antonio Spurs,102,Dallas Mavericks,88,1
51667,2010,Box Score,Charlotte Bobcats,77,Orlando Magic,92,1
51668,2010,Box Score,Cleveland Cavaliers,106,Chicago Bulls,108,1
51669,2010,Box Score,Los Angeles Lakers,96,Oklahoma City Thunder,101,1
51670,2010,Box Score,Phoenix Suns,108,Portland Trail Blazers,89,1
51671,2010,Box Score,Boston Celtics,100,Miami Heat,98,1
51672,2010,Box Score,Dallas Mavericks,90,San Antonio Spurs,94,1
51673,2010,Box Score,Denver Nuggets,93,Utah Jazz,105,1
51674,2010,Box Score,Orlando Magic,90,Charlotte Bobcats,86,1
51675,2010,Box Score,Atlanta Hawks,89,Milwaukee Bucks,107,1
51676,2010,Box Score,Los Angeles Lakers,89,Oklahoma City Thunder,110,1
51677,2010,Box Score,Phoenix Suns,87,Portland Trail Blazers,96,1
51678,2010,Box Score,Cleveland Cavaliers,121,Chicago Bulls,98,1
51679,2010,Box Score,Boston Celtics,92,Miami Heat,101,1
51680,2010,Box Score,Dallas Mavericks,89,San Antonio Spurs,92,1
51681,2010,Box Score,Denver Nuggets,106,Utah Jazz,117,1
51682,2010,Box Score,Orlando Magic,99,Charlotte Bobcats,90,1
51683,2010,Box Score,Atlanta Hawks,104,Milwaukee Bucks,111,1
51684,2010,Box Score,Portland Trail Blazers,88,Phoenix Suns,107,1
51685,2010,Box Score,Miami Heat,86,Boston Celtics,96,1
51686,2010,Box Score,Chicago Bulls,94,Cleveland Cavaliers,96,1
51687,2010,Box Score,San Antonio Spurs,81,Dallas Mavericks,103,1
51688,2010,Box Score,Oklahoma City Thunder,87,Los Angeles Lakers,111,1
51689,2010,Box Score,Milwaukee Bucks,91,Atlanta Hawks,87,1
51690,2010,Box Score,Utah Jazz,102,Denver Nuggets,116,1
51691,2010,Box Score,Phoenix Suns,99,Portland Trail Blazers,90,1
51692,2010,Box Score,Dallas Mavericks,87,San Antonio Spurs,97,1
51693,2010,Box Score,Atlanta Hawks,83,Milwaukee Bucks,69,1
51694,2010,Box Score,Los Angeles Lakers,95,Oklahoma City Thunder,94,1
51695,2010,Box Score,Denver Nuggets,104,Utah Jazz,112,1
51696,2010,Box Score,Boston Celtics,93,Cleveland Cavaliers,101,1
51697,2010,Box Score,Milwaukee Bucks,74,Atlanta Hawks,95,1
51698,2010,Box Score,Utah Jazz,99,Los Angeles Lakers,104,1
51699,2010,Box Score,Boston Celtics,104,Cleveland Cavaliers,86,1
51700,2010,Box Score,San Antonio Spurs,102,Phoenix Suns,111,1
51701,2010,Box Score,Utah Jazz,103,Los Angeles Lakers,111,1
51702,2010,Box Score,Atlanta Hawks,71,Orlando Magic,114,1
51703,2010,Box Score,San Antonio Spurs,102,Phoenix Suns,110,1
51704,2010,Box Score,Atlanta Hawks,98,Orlando Magic,112,1
51705,2010,Box Score,Cleveland Cavaliers,124,Boston Celtics,95,1
51706,2010,Box Score,Phoenix Suns,110,San Antonio Spurs,96,1
51707,2010,Box Score,Orlando Magic,105,Atlanta Hawks,75,1
51708,2010,Box Score,Los Angeles Lakers,111,Utah Jazz,110,1
51709,2010,Box Score,Cleveland Cavaliers,87,Boston Celtics,97,1
51710,2010,Box Score,Phoenix Suns,107,San Antonio Spurs,101,1
51711,2010,Box Score,Orlando Magic,98,Atlanta Hawks,84,1
51712,2010,Box Score,Los Angeles Lakers,111,Utah Jazz,96,1
51713,2010,Box Score,Boston Celtics,120,Cleveland Cavaliers,88,1
51714,2010,Box Score,Cleveland Cavaliers,85,Boston Celtics,94,1
51715,2010,Box Score,Boston Celtics,92,Orlando Magic,88,1
51716,2010,Box Score,Phoenix Suns,107,Los Angeles Lakers,128,1
51717,2010,Box Score,Boston Celtics,95,Orlando Magic,92,1
51718,2010,Box Score,Phoenix Suns,112,Los Angeles Lakers,124,1
51719,2010,Box Score,Orlando Magic,71,Boston Celtics,94,1
51720,2010,Box Score,Los Angeles Lakers,109,Phoenix Suns,118,1
51721,2010,Box Score,Orlando Magic,96,Boston Celtics,92,1
51722,2010,Box Score,Los Angeles Lakers,106,Phoenix Suns,115,1
51723,2010,Box Score,Boston Celtics,92,Orlando Magic,113,1
51724,2010,Box Score,Phoenix Suns,101,Los Angeles Lakers,103,1
51725,2010,Box Score,Orlando Magic,84,Boston Celtics,96,1
51726,2010,Box Score,Los Angeles Lakers,111,Phoenix Suns,103,1
51727,2010,Box Score,Boston Celtics,89,Los Angeles Lakers,102,1
51728,2010,Box Score,Boston Celtics,103,Los Angeles Lakers,94,1
51729,2010,Box Score,Los Angeles Lakers,91,Boston Celtics,84,1
51730,2010,Box Score,Los Angeles Lakers,89,Boston Celtics,96,1
51731,2010,Box Score,Los Angeles Lakers,86,Boston Celtics,92,1
51732,2010,Box Score,Boston Celtics,67,Los Angeles Lakers,89,1
51733,2010,Box Score,Boston Celtics,79,Los Angeles Lakers,83,1
51734,2011,Box Score,Miami Heat,80,Boston Celtics,88,0
51735,2011,Box Score,Houston Rockets,110,Los Angeles Lakers,112,0
51736,2011,Box Score,Phoenix Suns,92,Portland Trail Blazers,106,0
51737,2011,Box Score,Boston Celtics,87,Cleveland Cavaliers,95,0
51738,2011,Box Score,Charlotte Bobcats,86,Dallas Mavericks,101,0
51739,2011,Box Score,Utah Jazz,88,Denver Nuggets,110,0
51740,2011,Box Score,Houston Rockets,128,Golden State Warriors,132,0
51741,2011,Box Score,Portland Trail Blazers,98,Los Angeles Clippers,88,0
51742,2011,Box Score,Atlanta Hawks,119,Memphis Grizzlies,104,0
51743,2011,Box Score,Sacramento Kings,117,Minnesota Timberwolves,116,0
51744,2011,Box Score,Detroit Pistons,98,New Jersey Nets,101,0
51745,2011,Box Score,Milwaukee Bucks,91,New Orleans Hornets,95,0
51746,2011,Box Score,Chicago Bulls,95,Oklahoma City Thunder,106,0
51747,2011,Box Score,Miami Heat,97,Philadelphia 76ers,87,0
51748,2011,Box Score,Indiana Pacers,109,San Antonio Spurs,122,0
51749,2011,Box Score,New York Knicks,98,Toronto Raptors,93,0
51750,2011,Box Score,Washington Wizards,83,Orlando Magic,112,0
51751,2011,Box Score,Phoenix Suns,110,Utah Jazz,94,0
51752,2011,Box Score,New York Knicks,101,Boston Celtics,105,0
51753,2011,Box Score,Indiana Pacers,104,Charlotte Bobcats,101,0
51754,2011,Box Score,Memphis Grizzlies,91,Dallas Mavericks,90,0
51755,2011,Box Score,Oklahoma City Thunder,105,Detroit Pistons,104,0
51756,2011,Box Score,Los Angeles Clippers,91,Golden State Warriors,109,0
51757,2011,Box Score,Orlando Magic,70,Miami Heat,96,0
51758,2011,Box Score,Milwaukee Bucks,85,Minnesota Timberwolves,96,0
51759,2011,Box Score,Sacramento Kings,100,New Jersey Nets,106,0
51760,2011,Box Score,Denver Nuggets,95,New Orleans Hornets,101,0
51761,2011,Box Score,Atlanta Hawks,104,Philadelphia 76ers,101,0
51762,2011,Box Score,Los Angeles Lakers,114,Phoenix Suns,106,0
51763,2011,Box Score,Cleveland Cavaliers,81,Toronto Raptors,101,0
51764,2011,Box Score,Washington Wizards,95,Atlanta Hawks,99,0
51765,2011,Box Score,Detroit Pistons,91,Chicago Bulls,101,0
51766,2011,Box Score,Sacramento Kings,107,Cleveland Cavaliers,104,0
51767,2011,Box Score,Denver Nuggets,107,Houston Rockets,94,0
51768,2011,Box Score,Philadelphia 76ers,86,Indiana Pacers,99,0
51769,2011,Box Score,Minnesota Timberwolves,89,Memphis Grizzlies,109,0
51770,2011,Box Score,Charlotte Bobcats,88,Milwaukee Bucks,98,0
51771,2011,Box Score,Portland Trail Blazers,100,New York Knicks,95,0
51772,2011,Box Score,New Orleans Hornets,99,San Antonio Spurs,90,0
51773,2011,Box Score,Dallas Mavericks,99,Los Angeles Clippers,83,0
51774,2011,Box Score,Golden State Warriors,83,Los Angeles Lakers,107,0
51775,2011,Box Score,Miami Heat,101,New Jersey Nets,78,0
51776,2011,Box Score,Utah Jazz,120,Oklahoma City Thunder,99,0
51777,2011,Box Score,Portland Trail Blazers,98,Chicago Bulls,110,0
51778,2011,Box Score,San Antonio Spurs,97,Los Angeles Clippers,88,0
51779,2011,Box Score,Toronto Raptors,108,Sacramento Kings,111,0
51780,2011,Box Score,Atlanta Hawks,100,Cleveland Cavaliers,88,0
51781,2011,Box Score,Boston Celtics,109,Detroit Pistons,86,0
51782,2011,Box Score,Memphis Grizzlies,105,Los Angeles Lakers,124,0
51783,2011,Box Score,Minnesota Timberwolves,97,Miami Heat,129,0
51784,2011,Box Score,Portland Trail Blazers,90,Milwaukee Bucks,76,0
51785,2011,Box Score,Philadelphia 76ers,115,Washington Wizards,116,0
51786,2011,Box Score,Detroit Pistons,85,Atlanta Hawks,94,0
51787,2011,Box Score,Milwaukee Bucks,102,Boston Celtics,105,0
51788,2011,Box Score,Dallas Mavericks,102,Denver Nuggets,101,0
51789,2011,Box Score,Memphis Grizzlies,109,Golden State Warriors,115,0
51790,2011,Box Score,New Orleans Hornets,107,Houston Rockets,99,0
51791,2011,Box Score,Oklahoma City Thunder,92,Los Angeles Clippers,107,0
51792,2011,Box Score,Charlotte Bobcats,85,New Jersey Nets,83,0
51793,2011,Box Score,Minnesota Timberwolves,86,Orlando Magic,128,0
51794,2011,Box Score,Indiana Pacers,75,Philadelphia 76ers,101,0
51795,2011,Box Score,San Antonio Spurs,112,Phoenix Suns,110,0
51796,2011,Box Score,Los Angeles Lakers,112,Sacramento Kings,100,0
51797,2011,Box Score,Toronto Raptors,108,Utah Jazz,125,0
51798,2011,Box Score,New York Knicks,120,Chicago Bulls,112,0
51799,2011,Box Score,Oklahoma City Thunder,107,Portland Trail Blazers,106,0
51800,2011,Box Score,Chicago Bulls,105,Boston Celtics,110,0
51801,2011,Box Score,Los Angeles Clippers,104,Denver Nuggets,111,0
51802,2011,Box Score,Charlotte Bobcats,90,Detroit Pistons,97,0
51803,2011,Box Score,Utah Jazz,78,Golden State Warriors,85,0
51804,2011,Box Score,Milwaukee Bucks,94,Indiana Pacers,90,0
51805,2011,Box Score,Toronto Raptors,103,Los Angeles Lakers,108,0
51806,2011,Box Score,Atlanta Hawks,113,Minnesota Timberwolves,103,0
51807,2011,Box Score,Miami Heat,93,New Orleans Hornets,96,0
51808,2011,Box Score,Washington Wizards,91,New York Knicks,112,0
51809,2011,Box Score,New Jersey Nets,90,Orlando Magic,105,0
51810,2011,Box Score,Cleveland Cavaliers,123,Philadelphia 76ers,116,0
51811,2011,Box Score,Memphis Grizzlies,118,Phoenix Suns,123,0
51812,2011,Box Score,Orlando Magic,91,Charlotte Bobcats,88,0
51813,2011,Box Score,Denver Nuggets,103,Dallas Mavericks,92,0
51814,2011,Box Score,New Jersey Nets,89,Miami Heat,101,0
51815,2011,Box Score,New Orleans Hornets,87,Milwaukee Bucks,81,0
51816,2011,Box Score,Toronto Raptors,84,Portland Trail Blazers,97,0
51817,2011,Box Score,Memphis Grizzlies,100,Sacramento Kings,91,0
51818,2011,Box Score,Houston Rockets,121,San Antonio Spurs,124,0
51819,2011,Box Score,Los Angeles Clippers,107,Utah Jazz,109,0
51820,2011,Box Score,Cleveland Cavaliers,107,Washington Wizards,102,0
51821,2011,Box Score,Phoenix Suns,118,Atlanta Hawks,114,0
51822,2011,Box Score,Golden State Warriors,97,Detroit Pistons,102,0
51823,2011,Box Score,Minnesota Timberwolves,94,Houston Rockets,120,0
51824,2011,Box Score,Portland Trail Blazers,96,Los Angeles Lakers,121,0
51825,2011,Box Score,Philadelphia 76ers,106,New York Knicks,96,0
51826,2011,Box Score,Boston Celtics,92,Oklahoma City Thunder,83,0
51827,2011,Box Score,San Antonio Spurs,95,Charlotte Bobcats,91,0
51828,2011,Box Score,Denver Nuggets,92,Chicago Bulls,94,0
51829,2011,Box Score,Boston Celtics,87,Dallas Mavericks,89,0
51830,2011,Box Score,Phoenix Suns,99,Memphis Grizzlies,109,0
51831,2011,Box Score,Atlanta Hawks,89,Orlando Magic,93,0
51832,2011,Box Score,Golden State Warriors,109,Toronto Raptors,102,0
51833,2011,Box Score,Denver Nuggets,113,Indiana Pacers,144,0
51834,2011,Box Score,Minnesota Timberwolves,94,Los Angeles Lakers,99,0
51835,2011,Box Score,Utah Jazz,116,Miami Heat,114,0
51836,2011,Box Score,New York Knicks,80,Milwaukee Bucks,107,0
51837,2011,Box Score,Cleveland Cavaliers,93,New Jersey Nets,91,0
51838,2011,Box Score,Los Angeles Clippers,82,New Orleans Hornets,101,0
51839,2011,Box Score,Detroit Pistons,78,Portland Trail Blazers,100,0
51840,2011,Box Score,Milwaukee Bucks,108,Atlanta Hawks,91,0
51841,2011,Box Score,New Jersey Nets,95,Cleveland Cavaliers,87,0
51842,2011,Box Score,Dallas Mavericks,106,Memphis Grizzlies,91,0
51843,2011,Box Score,Golden State Warriors,122,New York Knicks,117,0
51844,2011,Box Score,Philadelphia 76ers,103,Oklahoma City Thunder,109,0
51845,2011,Box Score,Utah Jazz,104,Orlando Magic,94,0
51846,2011,Box Score,Minnesota Timberwolves,98,Sacramento Kings,89,0
51847,2011,Box Score,Los Angeles Clippers,95,San Antonio Spurs,107,0
51848,2011,Box Score,Charlotte Bobcats,101,Toronto Raptors,96,0
51849,2011,Box Score,Houston Rockets,91,Washington Wizards,98,0
51850,2011,Box Score,Golden State Warriors,90,Chicago Bulls,120,0
51851,2011,Box Score,Los Angeles Lakers,112,Denver Nuggets,118,0
51852,2011,Box Score,Boston Celtics,112,Miami Heat,107,0
51853,2011,Box Score,Utah Jazz,90,Atlanta Hawks,86,0
51854,2011,Box Score,Philadelphia 76ers,90,Dallas Mavericks,99,0
51855,2011,Box Score,Houston Rockets,102,Indiana Pacers,99,0
51856,2011,Box Score,Detroit Pistons,113,Los Angeles Clippers,107,0
51857,2011,Box Score,New York Knicks,103,Minnesota Timberwolves,112,0
51858,2011,Box Score,Portland Trail Blazers,108,Oklahoma City Thunder,110,0
51859,2011,Box Score,Toronto Raptors,110,Orlando Magic,106,0
51860,2011,Box Score,Sacramento Kings,89,Phoenix Suns,103,0
51861,2011,Box Score,Charlotte Bobcats,93,Washington Wizards,85,0
51862,2011,Box Score,Utah Jazz,96,Charlotte Bobcats,95,0
51863,2011,Box Score,Washington Wizards,96,Chicago Bulls,103,0
51864,2011,Box Score,Indiana Pacers,99,Cleveland Cavaliers,85,0
51865,2011,Box Score,Boston Celtics,116,Memphis Grizzlies,110,0
51866,2011,Box Score,Toronto Raptors,100,Miami Heat,109,0
51867,2011,Box Score,Golden State Warriors,72,Milwaukee Bucks,79,0
51868,2011,Box Score,Orlando Magic,91,New Jersey Nets,90,0
51869,2011,Box Score,Portland Trail Blazers,87,New Orleans Hornets,107,0
51870,2011,Box Score,Philadelphia 76ers,93,San Antonio Spurs,116,0
51871,2011,Box Score,Minnesota Timberwolves,105,Atlanta Hawks,111,0
51872,2011,Box Score,Phoenix Suns,121,Los Angeles Lakers,116,0
51873,2011,Box Score,Houston Rockets,104,New York Knicks,96,0
51874,2011,Box Score,San Antonio Spurs,117,Oklahoma City Thunder,104,0
51875,2011,Box Score,Detroit Pistons,100,Sacramento Kings,94,0
51876,2011,Box Score,Minnesota Timberwolves,110,Charlotte Bobcats,113,0
51877,2011,Box Score,New Orleans Hornets,95,Dallas Mavericks,98,0
51878,2011,Box Score,Detroit Pistons,97,Golden State Warriors,101,0
51879,2011,Box Score,New Jersey Nets,110,Los Angeles Clippers,96,0
51880,2011,Box Score,Memphis Grizzlies,72,Orlando Magic,89,0
51881,2011,Box Score,Denver Nuggets,94,Phoenix Suns,100,0
51882,2011,Box Score,Oklahoma City Thunder,115,Utah Jazz,108,0
51883,2011,Box Score,Philadelphia 76ers,93,Cleveland Cavaliers,101,0
51884,2011,Box Score,New York Knicks,118,Denver Nuggets,120,0
51885,2011,Box Score,Chicago Bulls,95,Houston Rockets,92,0
51886,2011,Box Score,Atlanta Hawks,102,Indiana Pacers,92,0
51887,2011,Box Score,Portland Trail Blazers,100,Memphis Grizzlies,99,0
51888,2011,Box Score,Los Angeles Lakers,118,Milwaukee Bucks,107,0
51889,2011,Box Score,Toronto Raptors,94,Washington Wizards,109,0
51890,2011,Box Score,Washington Wizards,83,Boston Celtics,114,0
51891,2011,Box Score,Los Angeles Lakers,103,Detroit Pistons,90,0
51892,2011,Box Score,Phoenix Suns,96,Miami Heat,123,0
51893,2011,Box Score,Los Angeles Clippers,111,Minnesota Timberwolves,113,0
51894,2011,Box Score,Dallas Mavericks,97,New Orleans Hornets,99,0
51895,2011,Box Score,Houston Rockets,99,Oklahoma City Thunder,116,0
51896,2011,Box Score,Toronto Raptors,94,Philadelphia 76ers,86,0
51897,2011,Box Score,New York Knicks,113,Sacramento Kings,106,0
51898,2011,Box Score,Chicago Bulls,94,San Antonio Spurs,103,0
51899,2011,Box Score,New Jersey Nets,88,Utah Jazz,98,0
51900,2011,Box Score,Los Angeles Clippers,80,Indiana Pacers,107,0
