,season,Var.4,Visitor/Neutral,PTS,Home/Neutral,PTS.1,playoffs
51901,2011,Box Score,Phoenix Suns,89,Orlando Magic,105,0
51902,2011,Box Score,Denver Nuggets,83,Portland Trail Blazers,86,0
51903,2011,Box Score,Oklahoma City Thunder,89,Boston Celtics,84,0
51904,2011,Box Score,Chicago Bulls,88,Dallas Mavericks,83,0
51905,2011,Box Score,New York Knicks,125,Golden State Warriors,119,0
51906,2011,Box Score,Charlotte Bobcats,87,Miami Heat,95,0
51907,2011,Box Score,Los Angeles Lakers,112,Minnesota Timberwolves,95,0
51908,2011,Box Score,Cleveland Cavaliers,101,New Orleans Hornets,108,0
51909,2011,Box Score,Milwaukee Bucks,79,Philadelphia 76ers,90,0
51910,2011,Box Score,New Jersey Nets,81,Sacramento Kings,86,0
51911,2011,Box Score,Houston Rockets,96,Toronto Raptors,106,0
51912,2011,Box Score,San Antonio Spurs,94,Utah Jazz,82,0
51913,2011,Box Score,Memphis Grizzlies,86,Washington Wizards,89,0
51914,2011,Box Score,Dallas Mavericks,98,Atlanta Hawks,93,0
51915,2011,Box Score,Phoenix Suns,105,Charlotte Bobcats,123,0
51916,2011,Box Score,New Jersey Nets,103,Denver Nuggets,107,0
51917,2011,Box Score,Orlando Magic,90,Indiana Pacers,86,0
51918,2011,Box Score,New York Knicks,124,Los Angeles Clippers,115,0
51919,2011,Box Score,Miami Heat,95,Memphis Grizzlies,97,0
51920,2011,Box Score,Oklahoma City Thunder,82,Milwaukee Bucks,81,0
51921,2011,Box Score,Utah Jazz,103,Portland Trail Blazers,94,0
51922,2011,Box Score,Cleveland Cavaliers,92,San Antonio Spurs,116,0
51923,2011,Box Score,Washington Wizards,110,Detroit Pistons,115,0
51924,2011,Box Score,Golden State Warriors,89,Los Angeles Lakers,117,0
51925,2011,Box Score,New Orleans Hornets,75,Sacramento Kings,71,0
51926,2011,Box Score,Boston Celtics,101,Toronto Raptors,102,0
51927,2011,Box Score,Boston Celtics,99,Atlanta Hawks,76,0
51928,2011,Box Score,Denver Nuggets,106,Golden State Warriors,89,0
51929,2011,Box Score,Phoenix Suns,123,Houston Rockets,116,0
51930,2011,Box Score,New Orleans Hornets,95,Los Angeles Clippers,99,0
51931,2011,Box Score,Indiana Pacers,93,Miami Heat,77,0
51932,2011,Box Score,Minnesota Timberwolves,107,Oklahoma City Thunder,117,0
51933,2011,Box Score,Orlando Magic,97,San Antonio Spurs,106,0
51934,2011,Box Score,Sacramento Kings,83,Utah Jazz,94,0
51935,2011,Box Score,Detroit Pistons,84,Dallas Mavericks,88,0
51936,2011,Box Score,Cleveland Cavaliers,89,Indiana Pacers,100,0
51937,2011,Box Score,Chicago Bulls,91,Los Angeles Lakers,98,0
51938,2011,Box Score,Atlanta Hawks,101,New Jersey Nets,107,0
51939,2011,Box Score,Charlotte Bobcats,107,New York Knicks,110,0
51940,2011,Box Score,Philadelphia 76ers,114,Washington Wizards,116,0
51941,2011,Box Score,New Jersey Nets,83,Boston Celtics,89,0
51942,2011,Box Score,New York Knicks,99,Charlotte Bobcats,95,0
51943,2011,Box Score,Milwaukee Bucks,81,Cleveland Cavaliers,83,0
51944,2011,Box Score,Golden State Warriors,101,Houston Rockets,111,0
51945,2011,Box Score,Detroit Pistons,84,Memphis Grizzlies,105,0
51946,2011,Box Score,San Antonio Spurs,113,Minnesota Timberwolves,109,0
51947,2011,Box Score,Dallas Mavericks,111,Oklahoma City Thunder,103,0
51948,2011,Box Score,Miami Heat,95,Orlando Magic,104,0
51949,2011,Box Score,Chicago Bulls,123,Phoenix Suns,115,0
51950,2011,Box Score,Philadelphia 76ers,90,Toronto Raptors,106,0
51951,2011,Box Score,New Orleans Hornets,87,Utah Jazz,105,0
51952,2011,Box Score,Washington Wizards,96,Atlanta Hawks,116,0
51953,2011,Box Score,Sacramento Kings,82,Los Angeles Clippers,100,0
51954,2011,Box Score,Toronto Raptors,101,Boston Celtics,110,0
51955,2011,Box Score,Houston Rockets,89,Charlotte Bobcats,99,0
51956,2011,Box Score,Chicago Bulls,97,Denver Nuggets,98,0
51957,2011,Box Score,Milwaukee Bucks,89,Detroit Pistons,103,0
51958,2011,Box Score,Oklahoma City Thunder,110,Indiana Pacers,106,0
51959,2011,Box Score,Golden State Warriors,111,Memphis Grizzlies,116,0
51960,2011,Box Score,Philadelphia 76ers,90,Miami Heat,99,0
51961,2011,Box Score,Cleveland Cavaliers,100,Orlando Magic,111,0
51962,2011,Box Score,Los Angeles Clippers,108,Phoenix Suns,116,0
51963,2011,Box Score,New Orleans Hornets,97,Portland Trail Blazers,78,0
51964,2011,Box Score,Dallas Mavericks,103,San Antonio Spurs,94,0
51965,2011,Box Score,Los Angeles Lakers,96,Utah Jazz,102,0
51966,2011,Box Score,Memphis Grizzlies,86,Cleveland Cavaliers,92,0
51967,2011,Box Score,Miami Heat,95,Dallas Mavericks,106,0
51968,2011,Box Score,Charlotte Bobcats,101,Milwaukee Bucks,104,0
51969,2011,Box Score,Golden State Warriors,104,Minnesota Timberwolves,94,0
51970,2011,Box Score,Atlanta Hawks,99,New York Knicks,90,0
51971,2011,Box Score,New Jersey Nets,86,Philadelphia 76ers,102,0
51972,2011,Box Score,Chicago Bulls,96,Sacramento Kings,85,0
51973,2011,Box Score,Orlando Magic,100,Washington Wizards,99,0
51974,2011,Box Score,Phoenix Suns,133,Denver Nuggets,138,0
51975,2011,Box Score,New York Knicks,125,Detroit Pistons,116,0
51976,2011,Box Score,Oklahoma City Thunder,98,Houston Rockets,99,0
51977,2011,Box Score,Utah Jazz,109,Los Angeles Clippers,97,0
51978,2011,Box Score,Indiana Pacers,95,Los Angeles Lakers,92,0
51979,2011,Box Score,Portland Trail Blazers,96,New Jersey Nets,98,0
51980,2011,Box Score,San Antonio Spurs,109,New Orleans Hornets,95,0
51981,2011,Box Score,Atlanta Hawks,96,Toronto Raptors,78,0
51982,2011,Box Score,Houston Rockets,91,Dallas Mavericks,101,0
51983,2011,Box Score,Washington Wizards,94,Miami Heat,105,0
51984,2011,Box Score,New Orleans Hornets,89,Oklahoma City Thunder,95,0
51985,2011,Box Score,Milwaukee Bucks,88,Utah Jazz,109,0
51986,2011,Box Score,Boston Celtics,106,Cleveland Cavaliers,87,0
51987,2011,Box Score,San Antonio Spurs,118,Golden State Warriors,98,0
51988,2011,Box Score,Los Angeles Lakers,96,Memphis Grizzlies,98,0
51989,2011,Box Score,New Jersey Nets,100,New York Knicks,111,0
51990,2011,Box Score,Detroit Pistons,79,Orlando Magic,90,0
51991,2011,Box Score,Portland Trail Blazers,79,Philadelphia 76ers,88,0
51992,2011,Box Score,Indiana Pacers,107,Sacramento Kings,98,0
51993,2011,Box Score,Memphis Grizzlies,109,Atlanta Hawks,112,0
51994,2011,Box Score,Portland Trail Blazers,95,Boston Celtics,99,0
51995,2011,Box Score,Orlando Magic,107,Chicago Bulls,78,0
51996,2011,Box Score,Minnesota Timberwolves,86,Dallas Mavericks,100,0
51997,2011,Box Score,Milwaukee Bucks,94,Denver Nuggets,105,0
51998,2011,Box Score,Los Angeles Lakers,99,Houston Rockets,109,0
51999,2011,Box Score,San Antonio Spurs,85,Los Angeles Clippers,90,0
52000,2011,Box Score,Detroit Pistons,72,Miami Heat,97,0
52001,2011,Box Score,Oklahoma City Thunder,123,New Jersey Nets,120,0
52002,2011,Box Score,Charlotte Bobcats,73,New Orleans Hornets,89,0
52003,2011,Box Score,Washington Wizards,108,Toronto Raptors,127,0
52004,2011,Box Score,Indiana Pacers,88,Utah Jazz,110,0
52005,2011,Box Score,Miami Heat,118,Cleveland Cavaliers,90,0
52006,2011,Box Score,Phoenix Suns,107,Golden State Warriors,101,0
52007,2011,Box Score,Philadelphia 76ers,88,Atlanta Hawks,93,0
52008,2011,Box Score,Chicago Bulls,92,Boston Celtics,104,0
52009,2011,Box Score,New Jersey Nets,84,Charlotte Bobcats,91,0
52010,2011,Box Score,Los Angeles Clippers,104,Denver Nuggets,109,0
52011,2011,Box Score,Orlando Magic,104,Detroit Pistons,91,0
52012,2011,Box Score,Sacramento Kings,80,Los Angeles Lakers,113,0
52013,2011,Box Score,Houston Rockets,127,Memphis Grizzlies,111,0
52014,2011,Box Score,New York Knicks,100,New Orleans Hornets,92,0
52015,2011,Box Score,Indiana Pacers,97,Phoenix Suns,105,0
52016,2011,Box Score,Minnesota Timberwolves,101,San Antonio Spurs,107,0
52017,2011,Box Score,Oklahoma City Thunder,99,Toronto Raptors,111,0
52018,2011,Box Score,Dallas Mavericks,93,Utah Jazz,81,0
52019,2011,Box Score,Portland Trail Blazers,79,Washington Wizards,83,0
52020,2011,Box Score,Houston Rockets,116,Chicago Bulls,119,0
52021,2011,Box Score,Atlanta Hawks,77,Miami Heat,89,0
52022,2011,Box Score,Orlando Magic,85,Milwaukee Bucks,96,0
52023,2011,Box Score,Cleveland Cavaliers,95,Minnesota Timberwolves,129,0
52024,2011,Box Score,Charlotte Bobcats,91,Philadelphia 76ers,109,0
52025,2011,Box Score,Dallas Mavericks,105,Sacramento Kings,103,0
52026,2011,Box Score,Memphis Grizzlies,107,Denver Nuggets,108,0
52027,2011,Box Score,Cleveland Cavaliers,92,Detroit Pistons,102,0
52028,2011,Box Score,Boston Celtics,100,New Jersey Nets,75,0
52029,2011,Box Score,Golden State Warriors,109,Oklahoma City Thunder,114,0
52030,2011,Box Score,Washington Wizards,108,Phoenix Suns,125,0
52031,2011,Box Score,Los Angeles Clippers,91,Portland Trail Blazers,100,0
52032,2011,Box Score,New Orleans Hornets,84,San Antonio Spurs,109,0
52033,2011,Box Score,New York Knicks,116,Toronto Raptors,99,0
52034,2011,Box Score,Oklahoma City Thunder,90,Chicago Bulls,99,0
52035,2011,Box Score,Toronto Raptors,100,Indiana Pacers,124,0
52036,2011,Box Score,Sacramento Kings,91,Los Angeles Clippers,98,0
52037,2011,Box Score,Miami Heat,88,Milwaukee Bucks,78,0
52038,2011,Box Score,Minnesota Timberwolves,114,New York Knicks,121,0
52039,2011,Box Score,Atlanta Hawks,80,Orlando Magic,74,0
52040,2011,Box Score,Memphis Grizzlies,85,Utah Jazz,94,0
52041,2011,Box Score,New Jersey Nets,101,Atlanta Hawks,116,0
52042,2011,Box Score,Denver Nuggets,98,Charlotte Bobcats,100,0
52043,2011,Box Score,Golden State Warriors,100,Dallas Mavericks,105,0
52044,2011,Box Score,Detroit Pistons,83,Houston Rockets,97,0
52045,2011,Box Score,Washington Wizards,108,Los Angeles Lakers,115,0
52046,2011,Box Score,Cleveland Cavaliers,97,Philadelphia 76ers,117,0
52047,2011,Box Score,Phoenix Suns,99,Portland Trail Blazers,106,0
52048,2011,Box Score,Denver Nuggets,89,Boston Celtics,105,0
52049,2011,Box Score,Chicago Bulls,88,Cleveland Cavaliers,83,0
52050,2011,Box Score,Los Angeles Lakers,87,Los Angeles Clippers,86,0
52051,2011,Box Score,Indiana Pacers,95,Milwaukee Bucks,97,0
52052,2011,Box Score,Oklahoma City Thunder,111,Minnesota Timberwolves,103,0
52053,2011,Box Score,Detroit Pistons,74,New Orleans Hornets,93,0
52054,2011,Box Score,Toronto Raptors,110,New York Knicks,113,0
52055,2011,Box Score,Memphis Grizzlies,104,Phoenix Suns,98,0
52056,2011,Box Score,Washington Wizards,91,Sacramento Kings,116,0
52057,2011,Box Score,Golden State Warriors,94,San Antonio Spurs,111,0
52058,2011,Box Score,Miami Heat,111,Utah Jazz,98,0
52059,2011,Box Score,New Jersey Nets,89,Dallas Mavericks,102,0
52060,2011,Box Score,Boston Celtics,102,Philadelphia 76ers,101,0
52061,2011,Box Score,Orlando Magic,83,Portland Trail Blazers,97,0
52062,2011,Box Score,Los Angeles Lakers,84,Chicago Bulls,88,0
52063,2011,Box Score,Miami Heat,106,Golden State Warriors,84,0
52064,2011,Box Score,Charlotte Bobcats,92,Indiana Pacers,100,0
52065,2011,Box Score,Houston Rockets,91,Milwaukee Bucks,97,0
52066,2011,Box Score,Detroit Pistons,99,Minnesota Timberwolves,109,0
52067,2011,Box Score,Oklahoma City Thunder,97,New Orleans Hornets,92,0
52068,2011,Box Score,Portland Trail Blazers,101,Phoenix Suns,94,0
52069,2011,Box Score,Atlanta Hawks,92,San Antonio Spurs,108,0
52070,2011,Box Score,Denver Nuggets,123,Toronto Raptors,116,0
52071,2011,Box Score,Orlando Magic,105,Utah Jazz,117,0
52072,2011,Box Score,New York Knicks,101,Washington Wizards,95,0
52073,2011,Box Score,Indiana Pacers,83,Atlanta Hawks,97,0
52074,2011,Box Score,Boston Celtics,93,Charlotte Bobcats,62,0
52075,2011,Box Score,Minnesota Timberwolves,82,Chicago Bulls,113,0
52076,2011,Box Score,Utah Jazz,97,Dallas Mavericks,103,0
52077,2011,Box Score,Toronto Raptors,120,Detroit Pistons,116,0
52078,2011,Box Score,Cleveland Cavaliers,95,Houston Rockets,110,0
52079,2011,Box Score,Memphis Grizzlies,84,Los Angeles Clippers,83,0
52080,2011,Box Score,Miami Heat,104,Sacramento Kings,83,0
52081,2011,Box Score,Orlando Magic,94,Los Angeles Clippers,85,0
52082,2011,Box Score,Los Angeles Lakers,99,New Jersey Nets,92,0
52083,2011,Box Score,Denver Nuggets,125,New York Knicks,129,0
52084,2011,Box Score,Cleveland Cavaliers,77,Oklahoma City Thunder,106,0
52085,2011,Box Score,New Orleans Hornets,70,Philadelphia 76ers,88,0
52086,2011,Box Score,Portland Trail Blazers,78,San Antonio Spurs,95,0
52087,2011,Box Score,Indiana Pacers,73,Chicago Bulls,92,0
52088,2011,Box Score,Milwaukee Bucks,103,Dallas Mavericks,99,0
52089,2011,Box Score,Portland Trail Blazers,73,Memphis Grizzlies,86,0
52090,2011,Box Score,New Orleans Hornets,84,Miami Heat,96,0
52091,2011,Box Score,Golden State Warriors,95,Utah Jazz,108,0
52092,2011,Box Score,Toronto Raptors,91,Charlotte Bobcats,97,0
52093,2011,Box Score,Orlando Magic,94,Denver Nuggets,111,0
52094,2011,Box Score,Atlanta Hawks,80,Detroit Pistons,103,0
52095,2011,Box Score,Minnesota Timberwolves,99,Golden State Warriors,108,0
52096,2011,Box Score,Sacramento Kings,105,Houston Rockets,118,0
52097,2011,Box Score,Philadelphia 76ers,82,New Jersey Nets,77,0
52098,2011,Box Score,Los Angeles Lakers,103,Washington Wizards,89,0
52099,2011,Box Score,Portland Trail Blazers,98,Dallas Mavericks,103,0
52100,2011,Box Score,Los Angeles Lakers,109,Indiana Pacers,94,0
52101,2011,Box Score,Charlotte Bobcats,80,Memphis Grizzlies,113,0
52102,2011,Box Score,Cleveland Cavaliers,95,Miami Heat,101,0
52103,2011,Box Score,Sacramento Kings,91,New Orleans Hornets,94,0
52104,2011,Box Score,Boston Celtics,118,New York Knicks,116,0
52105,2011,Box Score,Houston Rockets,105,Oklahoma City Thunder,117,0
52106,2011,Box Score,Los Angeles Clippers,91,Philadelphia 76ers,105,0
52107,2011,Box Score,Minnesota Timberwolves,122,Phoenix Suns,128,0
52108,2011,Box Score,Milwaukee Bucks,90,San Antonio Spurs,92,0
52109,2011,Box Score,Chicago Bulls,110,Toronto Raptors,93,0
52110,2011,Box Score,Atlanta Hawks,90,Boston Celtics,102,0
52111,2011,Box Score,San Antonio Spurs,113,Denver Nuggets,112,0
52112,2011,Box Score,Washington Wizards,89,New Jersey Nets,97,0
52113,2011,Box Score,Charlotte Bobcats,85,Atlanta Hawks,90,0
52114,2011,Box Score,Phoenix Suns,91,Dallas Mavericks,106,0
52115,2011,Box Score,Los Angeles Clippers,109,Detroit Pistons,88,0
52116,2011,Box Score,Memphis Grizzlies,87,Houston Rockets,103,0
52117,2011,Box Score,Cleveland Cavaliers,99,Indiana Pacers,108,0
52118,2011,Box Score,Utah Jazz,71,New Orleans Hornets,100,0
52119,2011,Box Score,Miami Heat,113,New York Knicks,91,0
52120,2011,Box Score,Sacramento Kings,87,Oklahoma City Thunder,102,0
52121,2011,Box Score,Los Angeles Lakers,93,Philadelphia 76ers,81,0
52122,2011,Box Score,Minnesota Timberwolves,102,Portland Trail Blazers,107,0
52123,2011,Box Score,New Jersey Nets,92,Toronto Raptors,98,0
52124,2011,Box Score,Los Angeles Clippers,100,Chicago Bulls,99,0
52125,2011,Box Score,New York Knicks,102,Cleveland Cavaliers,109,0
52126,2011,Box Score,Minnesota Timberwolves,113,Denver Nuggets,115,0
52127,2011,Box Score,Utah Jazz,95,Milwaukee Bucks,86,0
52128,2011,Box Score,Philadelphia 76ers,97,Orlando Magic,89,0
52129,2011,Box Score,Golden State Warriors,95,Portland Trail Blazers,96,0
52130,2011,Box Score,Memphis Grizzlies,106,San Antonio Spurs,112,0
52131,2011,Box Score,Miami Heat,95,Washington Wizards,94,0
52132,2011,Box Score,Indiana Pacers,88,Boston Celtics,99,0
52133,2011,Box Score,New Orleans Hornets,108,Detroit Pistons,111,0
52134,2011,Box Score,Atlanta Hawks,82,New Jersey Nets,89,0
52135,2011,Box Score,Phoenix Suns,113,Oklahoma City Thunder,110,0
52136,2011,Box Score,Houston Rockets,102,Sacramento Kings,93,0
52137,2011,Box Score,Los Angeles Lakers,120,Toronto Raptors,110,0
52138,2011,Box Score,Orlando Magic,81,Atlanta Hawks,91,0
52139,2011,Box Score,Utah Jazz,101,Cleveland Cavaliers,90,0
52140,2011,Box Score,Houston Rockets,121,Golden State Warriors,112,0
52141,2011,Box Score,New Orleans Hornets,93,Indiana Pacers,94,0
52142,2011,Box Score,Minnesota Timberwolves,90,Los Angeles Clippers,113,0
52143,2011,Box Score,Dallas Mavericks,98,Miami Heat,96,0
52144,2011,Box Score,Milwaukee Bucks,80,Portland Trail Blazers,106,0
52145,2011,Box Score,Phoenix Suns,110,San Antonio Spurs,118,0
52146,2011,Box Score,Charlotte Bobcats,75,Washington Wizards,108,0
52147,2011,Box Score,Oklahoma City Thunder,99,Charlotte Bobcats,81,0
52148,2011,Box Score,Philadelphia 76ers,76,Chicago Bulls,121,0
52149,2011,Box Score,Milwaukee Bucks,98,Los Angeles Lakers,79,0
52150,2011,Box Score,New Jersey Nets,101,Memphis Grizzlies,94,0
52151,2011,Box Score,Dallas Mavericks,105,Orlando Magic,99,0
52152,2011,Box Score,Golden State Warriors,117,Sacramento Kings,109,0
52153,2011,Box Score,Cleveland Cavaliers,84,Atlanta Hawks,98,0
52154,2011,Box Score,Philadelphia 76ers,80,Boston Celtics,84,0
52155,2011,Box Score,Houston Rockets,97,Los Angeles Clippers,92,0
52156,2011,Box Score,Utah Jazz,112,Minnesota Timberwolves,107,0
52157,2011,Box Score,New Jersey Nets,91,New Orleans Hornets,105,0
52158,2011,Box Score,Oklahoma City Thunder,98,New York Knicks,112,0
52159,2011,Box Score,Denver Nuggets,103,San Antonio Spurs,109,0
52160,2011,Box Score,Detroit Pistons,115,Toronto Raptors,93,0
52161,2011,Box Score,Chicago Bulls,87,Washington Wizards,80,0
52162,2011,Box Score,San Antonio Spurs,101,Orlando Magic,123,0
52163,2011,Box Score,Miami Heat,95,Phoenix Suns,83,0
52164,2011,Box Score,Milwaukee Bucks,84,Sacramento Kings,79,0
52165,2011,Box Score,Portland Trail Blazers,102,Golden State Warriors,109,0
52166,2011,Box Score,Miami Heat,96,Los Angeles Lakers,80,0
52167,2011,Box Score,Chicago Bulls,95,New York Knicks,103,0
52168,2011,Box Score,Denver Nuggets,106,Oklahoma City Thunder,114,0
52169,2011,Box Score,Boston Celtics,78,Orlando Magic,86,0
52170,2011,Box Score,Minnesota Timberwolves,98,Cleveland Cavaliers,97,0
52171,2011,Box Score,Philadelphia 76ers,95,Denver Nuggets,89,0
52172,2011,Box Score,Chicago Bulls,95,Detroit Pistons,92,0
52173,2011,Box Score,Memphis Grizzlies,104,Indiana Pacers,90,0
52174,2011,Box Score,Phoenix Suns,103,Los Angeles Clippers,108,0
52175,2011,Box Score,Atlanta Hawks,86,New Orleans Hornets,93,0
52176,2011,Box Score,Washington Wizards,80,San Antonio Spurs,94,0
52177,2011,Box Score,Detroit Pistons,100,Charlotte Bobcats,105,0
52178,2011,Box Score,Philadelphia 76ers,95,Golden State Warriors,110,0
52179,2011,Box Score,Washington Wizards,93,Houston Rockets,100,0
52180,2011,Box Score,Toronto Raptors,85,Memphis Grizzlies,96,0
52181,2011,Box Score,Atlanta Hawks,95,Milwaukee Bucks,80,0
52182,2011,Box Score,New Orleans Hornets,98,Minnesota Timberwolves,113,0
52183,2011,Box Score,Orlando Magic,104,New Jersey Nets,88,0
52184,2011,Box Score,Dallas Mavericks,103,Oklahoma City Thunder,93,0
52185,2011,Box Score,Los Angeles Clippers,100,Sacramento Kings,99,0
52186,2011,Box Score,Portland Trail Blazers,96,Utah Jazz,91,0
52187,2011,Box Score,Milwaukee Bucks,77,Chicago Bulls,90,0
52188,2011,Box Score,Orlando Magic,110,Cleveland Cavaliers,95,0
52189,2011,Box Score,Toronto Raptors,84,Dallas Mavericks,76,0
52190,2011,Box Score,Portland Trail Blazers,77,Denver Nuggets,95,0
52191,2011,Box Score,Boston Celtics,95,Indiana Pacers,83,0
52192,2011,Box Score,New York Knicks,98,Miami Heat,106,0
52193,2011,Box Score,Los Angeles Lakers,82,San Antonio Spurs,97,0
52194,2011,Box Score,Golden State Warriors,93,Atlanta Hawks,103,0
52195,2011,Box Score,Cleveland Cavaliers,92,Charlotte Bobcats,101,0
52196,2011,Box Score,Boston Celtics,92,Detroit Pistons,104,0
52197,2011,Box Score,Miami Heat,125,Houston Rockets,119,0
52198,2011,Box Score,Utah Jazz,103,Los Angeles Clippers,95,0
52199,2011,Box Score,Denver Nuggets,119,Minnesota Timberwolves,113,0
52200,2011,Box Score,Los Angeles Lakers,103,New Orleans Hornets,88,0
52201,2011,Box Score,New Jersey Nets,93,Oklahoma City Thunder,114,0
52202,2011,Box Score,Philadelphia 76ers,123,Phoenix Suns,110,0
52203,2011,Box Score,Memphis Grizzlies,98,Sacramento Kings,100,0
52204,2011,Box Score,Indiana Pacers,90,Washington Wizards,104,0
52205,2011,Box Score,San Antonio Spurs,99,Dallas Mavericks,93,0
52206,2011,Box Score,New York Knicks,103,Orlando Magic,112,0
52207,2011,Box Score,Utah Jazz,89,Portland Trail Blazers,100,0
52208,2011,Box Score,New Orleans Hornets,83,Boston Celtics,81,0
52209,2011,Box Score,Golden State Warriors,96,Charlotte Bobcats,95,0
52210,2011,Box Score,New Jersey Nets,81,Chicago Bulls,90,0
52211,2011,Box Score,Toronto Raptors,105,Houston Rockets,114,0
52212,2011,Box Score,Washington Wizards,86,Indiana Pacers,95,0
52213,2011,Box Score,Philadelphia 76ers,98,Los Angeles Lakers,102,0
52214,2011,Box Score,Atlanta Hawks,94,Oklahoma City Thunder,103,0
52215,2011,Box Score,Detroit Pistons,75,Phoenix Suns,92,0
52216,2011,Box Score,Cleveland Cavaliers,91,Chicago Bulls,100,0
52217,2011,Box Score,Sacramento Kings,86,Denver Nuggets,104,0
52218,2011,Box Score,Golden State Warriors,107,Miami Heat,114,0
52219,2011,Box Score,Dallas Mavericks,87,Milwaukee Bucks,99,0
